bill_id,state,year,cluster_id,confidence,keywords,mga_topic
1838056,MD,2024,23,0.9476,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1826418,MD,2024,42,0.9516,"department, license, oyster, person, natural",department
1797919,MD,2024,12,0.8709,"energy, electric, commission, company, public",energy
1838021,MD,2024,28,0.9061,"retirement, income, member, service, pension",mandatory retirement
1839260,MD,2024,3,0.9688,"vehicle, person, motor, administration, driver",vehicle
1834452,MD,2024,24,0.9599,"animal, dog, person, law, fund",animal
1817762,MD,2024,41,0.9537,"county, law, public, commission, house",county
1798245,MD,2024,12,0.921,"energy, electric, commission, company, public",energy
1834517,MD,2024,9,0.9671,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1839325,MD,2024,45,0.9564,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1798300,MD,2024,40,0.972,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1831345,MD,2024,5,0.9708,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1848636,MD,2024,32,0.9494,"license, county, alcoholic, beverages, alcoholic beverages","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1835756,MD,2024,7,0.9102,"property, county, tenant, landlord, department",property
1798029,MD,2024,5,0.974,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1837911,MD,2024,46,0.9365,"bonds, county, loan, matching, matching fund",bail; county and baltimore city bonds; public debt; securities; state bonds
1798183,MD,2024,11,0.9736,"inmate, correctional, services, department, law",inmate
1824794,MD,2024,21,0.9602,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842112,MD,2024,5,0.9612,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1827911,MD,2024,5,0.969,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1826316,MD,2024,19,0.9615,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1827854,MD,2024,19,0.965,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1845268,MD,2024,46,0.9609,"bonds, county, loan, matching, matching fund",bail; county and baltimore city bonds; public debt; securities; state bonds
1797763,MD,2024,12,0.9599,"energy, electric, commission, company, public",energy
1812219,MD,2024,20,0.9789,"election, board, campaign, law, voter",election
1837854,MD,2024,38,0.9436,"emergency, county, public, safety, volunteer",accidents; building codes; emergencies; guns; homeland security; injury; motor vehicle inspection; occupational safety; personal protective equipment; restrictive housing; school resource officers; traffic monitoring; surveillance; traffic regulation; workplace retaliation
1817735,MD,2024,4,0.9541,"county, hunting, deer, person, sunday",animals; guns; trapping
1798212,MD,2024,5,0.9705,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1839237,MD,2024,41,0.9473,"county, law, public, commission, house",county
1835644,MD,2024,27,0.9636,"health, pharmacy, drug, prescription, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1840601,MD,2024,0,0.9466,"employee, employer, employment, labor, work",employee
1835701,MD,2024,2,0.9311,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1813633,MD,2024,13,0.924,"person, law, criminal, court, sexual",person
1798357,MD,2024,6,0.9444,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1839372,MD,2024,1,0.9544,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1840482,MD,2024,39,0.9526,"board, public, house, commission, person",board
1827946,MD,2024,1,0.9552,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1835582,MD,2024,2,0.9599,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1842145,MD,2024,5,0.9529,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1840528,MD,2024,26,0.9753,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1834393,MD,2024,40,0.9597,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1837946,MD,2024,22,0.9805,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1854838,MD,2024,22,0.9751,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1837803,MD,2024,2,0.943,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1846413,MD,2024,14,0.9553,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1798091,MD,2024,33,0.9435,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1826341,MD,2024,41,0.9467,"county, law, public, commission, house",county
1832752,MD,2024,22,0.9817,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1797958,MD,2024,41,0.9268,"county, law, public, commission, house",county
1848698,MD,2024,13,0.9415,"person, law, criminal, court, sexual",person
1835652,MD,2024,45,0.9416,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1839221,MD,2024,13,0.9151,"person, law, criminal, court, sexual",person
1834413,MD,2024,7,0.945,"property, county, tenant, landlord, department",property
1798204,MD,2024,9,0.9639,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1846393,MD,2024,42,0.9309,"department, license, oyster, person, natural",department
1813625,MD,2024,13,0.9636,"person, law, criminal, court, sexual",person
1835717,MD,2024,2,0.9541,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1840617,MD,2024,2,0.9638,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1837950,MD,2024,27,0.9637,"health, pharmacy, drug, prescription, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1819802,MD,2024,13,0.9614,"person, law, criminal, court, sexual",person
1834385,MD,2024,22,0.9717,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1835594,MD,2024,36,0.9755,"vehicle, speed, highway, monitoring, administration",vehicle
1827950,MD,2024,0,0.9461,"employee, employer, employment, labor, work",employee
1832744,MD,2024,5,0.9373,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1826357,MD,2024,1,0.9575,"business, tax, corporation, credit, department",consumer protection; debt collection; debt management; finance companies; loans
1829108,MD,2024,21,0.958,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797722,MD,2024,9,0.9622,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798087,MD,2024,3,0.9393,"vehicle, person, motor, administration, driver",vehicle
1812258,MD,2024,7,0.97,"property, county, tenant, landlord, department",property
1797688,MD,2024,36,0.9553,"vehicle, speed, highway, monitoring, administration",vehicle
1837815,MD,2024,0,0.9634,"employee, employer, employment, labor, work",employee
1798253,MD,2024,29,0.9392,"child, court, law, department, parent",child
1817774,MD,2024,3,0.9489,"vehicle, person, motor, administration, driver",vehicle
1834444,MD,2024,14,0.9632,"department, county, agriculture, fund, agricultural",agritourism; biotechnology; cannabis production; compost and composting; farmers and farming; farmland; fertilizers; hemp; invasive species; pest control; plants
1838037,MD,2024,22,0.9502,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1835740,MD,2024,36,0.9382,"vehicle, speed, highway, monitoring, administration",vehicle
1824501,MD,2024,20,0.964,"election, board, campaign, law, voter",election
1848620,MD,2024,7,0.9706,"property, county, tenant, landlord, department",property
1839333,MD,2024,26,0.9512,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1820112,MD,2024,17,0.9509,"person, drug, law, health, substance",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842104,MD,2024,7,0.9521,"property, county, tenant, landlord, department",property
1840569,MD,2024,49,0.9316,"board, health, school, education, physical","administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health; accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1798195,MD,2024,23,0.9641,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1837907,MD,2024,41,0.9698,"county, law, public, commission, house",county
1837842,MD,2024,15,0.9766,"firearm, person, handgun, law, secretary",firearm
1864523,MD,2024,43,0.9314,"sports, racing, commission, fund, athletic",gaming and gambling; horses; sports and recreation
1827842,MD,2024,13,0.9263,"person, law, criminal, court, sexual",person
1826300,MD,2024,5,0.9438,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1836814,MD,2024,19,0.9655,"fund, program, education, year, county","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1813609,MD,2024,5,0.9637,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1797831,MD,2024,33,0.9581,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1842256,MD,2024,23,0.9494,"lottery, video, video lottery, county, gaming","awards, medals, and prizes; gaming and gambling; cameras; deepfakes; recordings; surveillance; television"
1832857,MD,2024,28,0.966,"retirement, income, member, service, pension",mandatory retirement
1839348,MD,2024,10,0.9101,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1824983,MD,2024,5,0.9702,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1820186,MD,2024,21,0.98,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1798382,MD,2024,2,0.929,"procurement, tax, county, law, services",plans and proposals; contracts; minority business enterprises
1826402,MD,2024,29,0.9701,"child, court, law, department, parent",child
1829827,MD,2024,27,0.9631,"health, pharmacy, drug, prescription, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1837839,MD,2024,37,0.9407,"transportation, county, transit, administration, authority",aircraft; airports; bicycles; boats and ships; bridges and tunnels; buses; commuters; for-hire driving; highways; mass transit; trucks; motor vehicle rentals; motor vehicles; railroads; ridesharing and carsharing; school buses; taxicabs
1846429,MD,2024,5,0.9502,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1798101,MD,2024,5,0.9349,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1821847,MD,2024,41,0.9291,"county, law, public, commission, house",county
1837993,MD,2024,26,0.9811,"tax, property, income, county, credit",consumer protection; debt collection; debt management; finance companies; loans
1827839,MD,2024,34,0.9559,"court, county, judge, law, salary",court
1835557,MD,2024,10,0.9552,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1842190,MD,2024,0,0.9644,"employee, employer, employment, labor, work",employee
1832768,MD,2024,39,0.8803,"board, public, house, commission, person",board
1832787,MD,2024,10,0.9498,"health, care, medical, health care, board",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1826394,MD,2024,47,0.9695,"license, wine, class, holder, beer",license
1855710,MD,2024,20,0.9762,"election, board, campaign, law, voter",election
1798290,MD,2024,13,0.9631,"person, law, criminal, court, sexual",person
1842201,MD,2024,9,0.9618,"insurance, health, insurer, policy, commissioner",motor vehicle insurance; agents and brokers; complaints.; health insurance; insurance administration; liability; maryland automobile insurance fund; property damage; workers’ compensation; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1797866,MD,2024,41,0.9367,"county, law, public, commission, house",county
1835783,MD,2024,6,0.9855,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1797889,MD,2024,13,0.9622,"person, law, criminal, court, sexual",person
1835629,MD,2024,5,0.9691,"school, education, county, board, public","accreditation; higher education; medical schools; continuing education; curriculum; driver education; early childhood education; education, boards of; education, state board of; education, state department of; school testing; home schooling; individualized education and 504 plans; job training; literacy; maryland longitudinal data system; mentors; primary schools; teachers; private schools; public schools; remote and hybrid education; school resource officers; secondary schools; sexual matters; special education; state aid; students; textbooks"
1834468,MD,2024,21,0.933,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1817758,MD,2024,20,0.9636,"election, board, campaign, law, voter",election
1813598,MD,2024,34,0.9573,"court, county, judge, law, salary",court
1824741,MD,2024,40,0.9241,"board, dental, health, license, practice",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1832695,MD,2024,46,0.9681,"bonds, county, loan, matching, matching fund",bail; county and baltimore city bonds; public debt; securities; state bonds
1829173,MD,2024,6,0.9735,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1826286,MD,2024,6,0.9755,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1798156,MD,2024,29,0.9571,"child, court, law, department, parent",child
1798013,MD,2024,21,0.9628,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
1843369,MD,2024,6,0.9289,"law, police, enforcement, law enforcement, officer","arrests; bailiffs; citations; criminal charges; emergency services; interrogations; state police, department of; police conduct; police training and standards commission; school resource officers; search and seizure; service animals; sheriffs"
1836793,MD,2024,24,0.9713,"animal, dog, person, law, fund",animal
1837881,MD,2024,33,0.9631,"vehicle, motor, tax, registration, motor vehicle",voting; applicants and applications; certifications; licenses; motor vehicle registration; permits
1825015,MD,2024,15,0.9622,"firearm, person, handgun, law, secretary",firearm
1819879,MD,2024,30,0.9718,"food, program, department, health, school","clams; crabs; dietitians and nutritionists; food insecurity; meat, poultry, and seafood; milk products; oysters; restaurants; vending machines; administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health"
1840545,MD,2024,28,0.9657,"retirement, income, member, service, pension",mandatory retirement
1826269,MD,2024,20,0.9761,"election, board, campaign, law, voter",election
1842128,MD,2024,22,0.9688,"license, alcoholic, beverages, alcoholic beverages, county","alcoholic beverages – by subdivision; alcoholic beverages distribution; alcoholic beverages licenses; alcoholic beverages manufacturing; breweries; beverage containers; distilleries; drunk and drugged driving; license commissioners, boards of; substance abuse; substance abuse treatment; wineries"
1824604,MD,2024,45,0.9318,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1797870,MD,2024,45,0.9314,"department, water, county, environment, house","aquaculture; chesapeake bay; coastal bays; pollution; natural resources; riparian rights; rivers, streams, and lakes; swimming pools; utilities; washington suburban sanitary district; wastewater; water pollution; waterway improvement fund; wells; administrative agencies"
1842217,MD,2024,24,0.9466,"animal, dog, person, law, fund",animal
1839309,MD,2024,21,0.9719,"health, care, program, services, department",administrative agencies; medical treatments; genetics; medical testing and diagnosis; medical research; complementary and alternative medicine; covid–19; dental health; health maintenance organizations; home care services; reproductive matters; health care facilities; health planning and cost review; health supplements; hospices; hospitals; immunization; managed care organizations; medical assistance; medical technology; mental and behavioral health; pandemics; rehabilitation; smoking and vaping; substance abuse; substance abuse treatment; uncompensated care; universal health care; vision health
